\  ****************** Hyper photometry ******************
\ Survey code: 15
\ Detection threshold: 6.0 sigma
\ Convert from MJy/sr: None
\ Convert from Jy/beam: None
\ Convert to mJy: True
\ Estimated r.m.s. to identify sources: 0.00038 mJy
\  ******************************************************
\ MAP_ID = Map identifier
\ HYPER_ID = Source identifier
\ FLUX_PEAK = Peak flux (mJy/beam)
\ FLUX = Integrated flux density (mJy)
\ FLUX_ERR = Flux density uncertainty (mJy)
\ RESIDUALS = Mean background level (mJy)
\ POLYN = Polynomial background order
\ NMSE = Normalized Mean Squared Error of fit: scale-independent metric of
\ model-data agreement
\ CHI2_RED = Reduced chi-squared of Gaussian + background fit (valid only if
\ residuals are Gaussian-distributed with constant variance)
\ BIC = Bayesian Information Criterion: model selection metric that penalizes
\ overfitting; lower BIC indicates better trade-off between goodness of fit and
\ model complexity
\ FWHM_1 = First axis FWHM (arcsec)
\ FWHM_2 = Second axis FWHM (arcsec)
\ PA = Position angle (deg East of North)
\ STATUS = Fit status flag: 1 = fit succeeded, 0 = fit failed
\ GLON = Galactic longitude (deg)
\ GLAT = Galactic latitude (deg)
\ RA = Right Ascension (deg, J2000)
\ DEC = Declination (deg, J2000)
\ DEBLEND = Deblending flag
\ CLUSTER = Cluster flag
|           MAP_ID|HYPER_ID| FLUX_PEAK|  FLUX|FLUX_ERR|RESIDUALS|POLYN|  NMSE|CHI2_RED|        BIC|FWHM_1|FWHM_2|    PA|STATUS|     GLON|    GLAT|       RA|      DEC|DEBLEND|CLUSTER|
|             char|    long|    double|double|  double|   double| long|double|  double|     double|double|double|double|  long|   double|  double|   double|   double|   long|   long|
|                 |        |mJy / beam|   mJy|     mJy|      mJy|     |      |        |           |arcsec|arcsec|   deg|      |      deg|     deg|      deg|      deg|       |       |
|             null|    null|      null|  null|    null|     null| null|  null|    null|       null|  null|  null|  null|  null|     null|    null|     null|     null|   null|   null|
 G343.1261-00.0623       66    0.00005  0.339    0.029   0.00000     2  0.966    0.002   -59765.07  0.071  0.035   68.7      1 343.12669 -0.06284 254.57161 -42.86878       1       3 
 G343.1261-00.0623       67    0.00008  1.963    0.059   0.00000     2  0.966    0.002   -59765.07  0.071  0.071   89.3      1 343.12671 -0.06285 254.57163 -42.86877       1       3 
 G343.1261-00.0623       68    0.00001  0.026    0.004   0.00000     2  0.650    0.000  -124469.54  0.023  0.046   57.5      1 343.12638 -0.06245 254.57092 -42.86877       1       4 
 G343.1261-00.0623       69    0.00002  0.223    0.009   0.00000     2  0.650    0.000  -124469.54  0.040  0.071   -9.2      1 343.12637 -0.06243 254.57089 -42.86877       1       4 
 G343.1261-00.0623       70    0.00004  0.862    0.023   0.00000     2  0.650    0.000  -124469.54  0.071  0.071   77.9      1 343.12637 -0.06241 254.57087 -42.86876       1       4 
 G343.1261-00.0623       71    0.00002  0.284    0.011   0.00000     2  0.650    0.000  -124469.54  0.060  0.071  -70.7      1 343.12639 -0.06243 254.57092 -42.86876       1       4 
 G343.1261-00.0623       72    0.00001 -0.007    0.002   0.00000     2  0.879    0.001  -213641.14  0.022  0.022  -88.2      1 343.12667 -0.06280 254.57154 -42.86876       1       9 
 G343.1261-00.0623       73    0.00002  0.064    0.007   0.00000     2  0.879    0.001  -213641.14  0.055  0.023  -31.7      1 343.12666 -0.06276 254.57149 -42.86875       1       9 
 G343.1261-00.0623       74    0.00006  1.012    0.037   0.00000     2  0.879    0.001  -213641.14  0.071  0.064   69.9      1 343.12668 -0.06278 254.57153 -42.86874       1       9 
 G343.1261-00.0623       75    0.00002  0.235    0.013   0.00000     2  0.879    0.001  -213641.14  0.049  0.054  -11.7      1 343.12664 -0.06273 254.57144 -42.86875       1       9 
 G343.1261-00.0623       76    0.00011  2.385    0.068   0.00000     2  0.879    0.001  -213641.14  0.071  0.071   82.0      1 343.12667 -0.06275 254.57150 -42.86873       1       9 
 G343.1261-00.0623       77    0.00006  1.284    0.043   0.00000     2  0.879    0.001  -213641.14  0.064  0.071   85.7      1 343.12671 -0.06279 254.57156 -42.86873       1       9 
 G343.1261-00.0623       78    0.00011  2.546    0.071   0.00000     2  0.879    0.001  -213641.14  0.071  0.071   29.5      1 343.12670 -0.06277 254.57154 -42.86872       1       9 
 G343.1261-00.0623       79    0.00003  0.438    0.015   0.00000     2  0.879    0.001  -213641.14  0.070  0.057  -20.2      1 343.12667 -0.06273 254.57147 -42.86872       1       9 
 G343.1261-00.0623       80    0.00004  1.033    0.030   0.00000     2  0.879    0.001  -213641.14  0.071  0.071   66.1      1 343.12671 -0.06273 254.57151 -42.86869       1       9 
 G343.1261-00.0623       81    0.00026  6.262    0.156   0.00000     2  0.193    0.002  -190387.31  0.071  0.051   18.0      1 343.12674 -0.06288 254.57169 -42.86876       1       6 
 G343.1261-00.0623       82    0.00119 25.734    0.668   0.00000     2  0.193    0.002  -190387.31  0.071  0.071  -69.6      1 343.12677 -0.06290 254.57174 -42.86874       1       6 
 G343.1261-00.0623       83    0.00027  4.801    0.136   0.00000     2  0.193    0.002  -190387.31  0.071  0.041  -90.0      1 343.12675 -0.06285 254.57167 -42.86874       1       6 
 G343.1261-00.0623       84    0.00206 34.786    1.027   0.00000     2  0.193    0.002  -190387.31  0.071  0.063   -4.2      1 343.12677 -0.06287 254.57170 -42.86873       1       6 
 G343.1261-00.0623       85    0.00009  1.617    0.058   0.00000     2  0.193    0.002  -190387.31  0.059  0.071   90.0      1 343.12673 -0.06282 254.57162 -42.86873       1       6 
 G343.1261-00.0623       86    0.00053 20.813    0.379   0.00000     2  0.193    0.002  -190387.31  0.071  0.071   90.0      1 343.12681 -0.06289 254.57176 -42.86871       1       6 
 G343.1261-00.0623       87    0.00003  0.972    0.024   0.00000     2  0.702    0.000  -342399.67  0.071  0.071   89.7      1 343.12635 -0.06238 254.57082 -42.86876       1       6 
